"","belongs_to_collection","budget","original_language","production_companies","revenue","runtime","famous_count","Drama","Action","Romance","Adventure","Crime","Science.Fiction","Horror","Family","Fantasy","Animation","History","Documentary","Western","Foreign"
"2935","FALSE",1e+07,"English","Smaller company",13835130,110,1,"1","0","0","0","1","0","0","0","0","0","0","0","0","0"
"2936","FALSE",50,"English","NBCUniversal",83,98,4,"1","1","0","0","1","0","0","0","0","0","0","0","0","0"
"2937","TRUE",2500000,"Europe","Smaller company",2141028,91,0,"0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"2938","FALSE",2e+07,"English","Smaller company",54956140,101,4,"0","1","0","0","0","0","1","0","0","0","0","0","0","0"
"2939","FALSE",7e+06,"English","Smaller company",5344577,113,2,"1","0","0","0","0","1","1","0","0","0","0","0","0","0"
"2940","FALSE",8500000,"English","Smaller company",4440055,119,1,"1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"2941","FALSE",5e+06,"Asia","Smaller company",17112713,128,0,"1","0","0","0","1","0","0","0","0","0","0","0","0","0"
"2942","FALSE",2.5e+07,"English","Warner Bros. Entertainment",10113733,102,4,"1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"2943","FALSE",7e+06,"English","Smaller company",1429299,106,0,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2944","FALSE",5e+06,"English","Paramount Global",2091037,80,3,"0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"2945","FALSE",1.8e+07,"English","Smaller company",3900000,118,4,"0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"2946","FALSE",1.4e+07,"English","Smaller company",206128,104,4,"1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"2947","FALSE",2.3e+07,"Others","Smaller company",5837674,139,1,"1","1","0","0","0","0","0","0","0","0","1","0","0","0"
"2948","FALSE",9e+06,"English","Warner Bros. Entertainment",6436211,88,3,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2949","FALSE",3.8e+07,"English","Sony Pictures Entertainment",28121100,106,4,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2950","FALSE",1e+07,"English","Smaller company",4069090,125,1,"1","0","0","0","0","0","0","0","0","0","1","0","0","0"
"2951","FALSE",2.1e+07,"English","Smaller company",10011050,117,6,"1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"2952","FALSE",4.7e+07,"English","Smaller company",3547209,156,7,"1","0","1","0","0","1","0","0","1","0","0","0","0","0"
"2953","FALSE",1e+06,"English","Paramount Global",2402459,107,6,"1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"2954","FALSE",3e+06,"Europe","Smaller company",6e+06,96,0,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2955","FALSE",2e+06,"English","Smaller company",22212223,85,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2956","TRUE",5e+05,"Asia","Smaller company",5330000,90,0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2957","FALSE",1.5e+07,"Europe","Smaller company",21500000,102,2,"0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"2958","FALSE",5e+06,"Europe","Smaller company",17872796,99,1,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2959","FALSE",5e+05,"English","Smaller company",3779620,71,0,"0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"2960","FALSE",1.2e+07,"English","Smaller company",4922166,90,2,"0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"2961","FALSE",1e+05,"English","Smaller company",1e+06,120,0,"0","1","0","0","0","1","0","0","0","1","0","0","0","0"
"2962","FALSE",1.6e+07,"English","The Walt Disney Studios",81452156,127,5,"1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"2963","TRUE",12560000,"Europe","Smaller company",42700000,105,0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2964","FALSE",10700000,"English","Smaller company",1238080,89,2,"0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"2965","FALSE",3e+06,"India","Smaller company",6e+06,155,0,"1","0","0","0","0","0","0","0","0","0","1","0","0","0"
"2966","FALSE",1.5e+07,"English","The Walt Disney Studios",40590000,96,4,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2967","FALSE",1333333,"India","Smaller company",5333333,170,0,"1","0","1","0","0","0","0","0","0","0","0","0","0","1"
"2968","FALSE",2915739,"India","Smaller company",1.4e+07,132,0,"0","0","0","0","0","0","1","0","1","0","0","0","0","0"
"2969","FALSE",2.6e+07,"English","The Walt Disney Studios",12454768,116,4,"0","1","1","0","0","0","0","0","0","0","0","0","0","0"
"2970","FALSE",1.7e+07,"English","Sony Pictures Entertainment",10278549,106,2,"1","0","1","0","1","0","0","0","0","0","0","0","0","0"
"2971","FALSE",1.3e+07,"English","Smaller company",8475466,100,3,"0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"2972","FALSE",6e+06,"English","Smaller company",6330054,114,4,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2973","FALSE",1.5e+07,"English","Smaller company",23000,99,3,"1","1","0","0","0","0","0","0","0","0","1","0","0","0"
"2974","FALSE",1.3e+07,"English","Paramount Global",22030000,109,1,"0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"2975","TRUE",3e+06,"English","Smaller company",18097,92,4,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2976","FALSE",3.2e+07,"English","NBCUniversal",18409891,111,6,"0","1","0","0","1","1","0","0","0","0","0","0","0","0"
"2977","FALSE",1.2e+07,"English","Smaller company",4884663,100,3,"0","0","0","0","0","1","1","0","0","0","0","0","0","0"
"2978","TRUE",1e+07,"English","Smaller company",4711220,105,1,"0","1","0","0","0","0","1","0","0","0","0","0","0","0"
"2979","FALSE",1.5e+07,"English","Smaller company",3360800,107,1,"0","0","0","1","0","1","0","1","0","1","0","0","0","0"
"2980","FALSE",7500000,"English","Smaller company",6266621,112,5,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2981","FALSE",2e+07,"English","Paramount Global",1675706,84,3,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2982","FALSE",1e+06,"English","The Walt Disney Studios",2057193,84,2,"1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"2983","FALSE",1089360,"Europe","Smaller company",48298,115,0,"1","0","0","0","0","0","0","0","0","0","0","0","0","1"
"2984","TRUE",6500000,"English","Smaller company",1325092,89,0,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2985","TRUE",9.5e+07,"English","Smaller company",226497209,118,9,"0","0","0","1","0","0","0","1","1","0","0","0","0","0"
"2986","TRUE",1.9e+07,"English","Paramount Global",1e+07,138,5,"1","0","0","0","1","0","0","0","0","0","0","0","0","0"
"2987","FALSE",4e+07,"English","NBCUniversal",90029656,109,8,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2988","FALSE",5.2e+07,"English","Warner Bros. Entertainment",216485654,125,16,"0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"2989","FALSE",1.2e+07,"Asia","Smaller company",13380561,115,0,"1","1","0","1","0","0","0","0","0","0","0","0","0","0"
"2990","FALSE",4.5e+07,"English","Smaller company",7810000,104,3,"0","1","0","1","0","1","0","0","1","0","0","0","0","0"
"2991","TRUE",1100000,"English","Smaller company",5450815,82,0,"0","0","0","0","0","0","1","0","1","0","0","0","0","0"
"2992","TRUE",4e+06,"Europe","Smaller company",1730000,72,0,"1","0","0","0","0","0","0","0","0","1","0","0","0","0"
"2993","FALSE",5500000,"English","Smaller company",4865000,95,0,"0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"2994","FALSE",1.6e+07,"Asia","Smaller company",11301649,120,0,"1","1","0","1","0","0","0","0","0","0","0","0","0","0"
"2995","TRUE",1.5e+07,"English","Warner Bros. Entertainment",75700498,92,3,"0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"2996","FALSE",5700000,"Europe","Smaller company",19300483,110,0,"1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"2997","FALSE",1500000,"English","Paramount Global",626057,85,1,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2998","FALSE",6e+06,"English","Warner Bros. Entertainment",13609396,89,2,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2999","TRUE",4500000,"Europe","Smaller company",3468423,65,0,"1","0","0","1","0","0","0","0","1","1","0","0","0","0"
"3000","FALSE",1.3e+07,"English","The Walt Disney Studios",6582052,71,0,"0","0","0","1","0","0","0","1","0","1","0","0","0","0"
"3001","FALSE",7500000,"Others","Warner Bros. Entertainment",32392047,91,1,"0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"3002","TRUE",4e+06,"Europe","Smaller company",43498108,147,0,"0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"3003","FALSE",2e+07,"English","The Walt Disney Studios",37672350,124,7,"1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"3004","FALSE",7e+06,"English","Smaller company",1246141,100,2,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3005","FALSE",1e+06,"Europe","Smaller company",404785,112,0,"1","0","0","0","0","0","0","0","1","0","0","0","0","0"
"3006","FALSE",8700000,"English","Smaller company",4865912,109,6,"1","1","0","0","1","0","0","0","0","0","0","0","0","0"
"3007","FALSE",6e+06,"English","Smaller company",1432687,107,3,"1","1","0","0","1","0","0","0","0","0","0","0","0","0"
"3008","FALSE",2.5e+07,"English","Smaller company",20719451,117,3,"1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"3009","TRUE",7e+07,"English","The Walt Disney Studios",134748021,133,8,"1","0","0","0","1","0","0","0","0","0","0","0","0","0"
"3010","FALSE",1e+07,"English","Smaller company",18,98,3,"1","0","0","0","1","0","0","0","0","0","0","0","0","0"
"3011","FALSE",2e+07,"English","Warner Bros. Entertainment",49779728,104,5,"0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"3012","FALSE",3e+06,"English","The Walt Disney Studios",15369573,100,0,"0","0","0","0","0","1","0","1","0","0","0","0","0","0"
"3013","FALSE",5e+05,"English","Smaller company",11276,78,0,"1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"3014","FALSE",3750000,"India","Warner Bros. Entertainment",5e+06,155,0,"0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"3015","FALSE",1900000,"English","Smaller company",4790926,93,0,"0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"3016","FALSE",2.5e+07,"English","Warner Bros. Entertainment",11838218,99,4,"0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"3017","TRUE",5.5e+07,"English","Smaller company",11466088,100,5,"0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"3018","FALSE",1.3e+07,"English","Sony Pictures Entertainment",30867525,107,2,"0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"3019","FALSE",7500000,"English","Smaller company",4245870,102,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3020","TRUE",1.3e+07,"English","Smaller company",3752426,95,0,"0","0","1","0","0","1","0","0","1","0","0","0","0","0"
"3021","FALSE",1e+07,"English","Paramount Global",14061361,87,4,"1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"3022","FALSE",1.1e+08,"English","Smaller company",177238796,117,6,"0","1","0","1","1","0","0","0","0","0","0","0","0","0"
"3023","FALSE",1.2e+07,"English","The Walt Disney Studios",17292381,86,3,"0","0","0","0","0","1","0","1","1","0","0","0","0","0"
"3024","FALSE",1.4e+07,"English","The Walt Disney Studios",21409028,103,3,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3025","TRUE",2.7e+07,"English","Smaller company",20158808,102,1,"1","0","0","1","0","0","0","1","1","0","0","0","0","0"
"3026","FALSE",7e+06,"English","Smaller company",15172408,103,0,"1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"3027","TRUE",3.2e+07,"English","Smaller company",16283667,89,0,"1","0","0","1","0","0","0","1","1","0","0","0","0","0"
"3028","FALSE",1.3e+07,"English","Smaller company",754249,161,0,"1","0","0","0","0","0","0","0","1","0","0","0","0","0"
"3029","TRUE",5e+06,"English","Smaller company",1702394,95,4,"1","1","0","0","1","0","0","0","0","0","0","0","0","0"
"3030","FALSE",3500000,"English","Smaller company",44462,101,4,"1","1","0","0","1","0","0","0","0","0","0","0","0","0"
"3031","FALSE",2.1e+07,"English","Smaller company",49050886,92,12,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3032","FALSE",3.5e+07,"English","Smaller company",77477008,106,3,"0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"3033","FALSE",2.5e+07,"English","Warner Bros. Entertainment",23580000,97,5,"0","1","0","1","1","0","0","0","0","0","0","0","0","0"
"3034","TRUE",4e+07,"English","The Walt Disney Studios",126248813,107,7,"0","1","0","1","0","1","0","0","0","0","0","0","0","0"
"3035","TRUE",3.5e+07,"English","NBCUniversal",93246388,109,7,"0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"3036","FALSE",5.5e+07,"English","The Walt Disney Studios",152263880,97,12,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3037","FALSE",7e+06,"English","Smaller company",3646994,114,5,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3038","FALSE",1.5e+07,"English","Warner Bros. Entertainment",6908797,120,2,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3039","FALSE",3.5e+07,"English","Smaller company",39340177,92,3,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3040","TRUE",1950000,"Europe","Smaller company",12005838,93,0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3041","FALSE",2.5e+07,"Europe","Smaller company",34100000,105,0,"0","1","0","1","0","0","0","0","1","0","0","0","0","0"
"3042","FALSE",3.5e+07,"English","Sony Pictures Entertainment",18635620,115,9,"1","1","0","0","0","0","0","0","0","0","1","0","1","0"
"3043","TRUE",5e+06,"English","Smaller company",2970,97,0,"0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"3044","FALSE",2.3e+07,"English","Warner Bros. Entertainment",71368,76,3,"0","0","0","0","0","1","0","1","1","1","0","0","0","0"
"3045","TRUE",2e+07,"English","Smaller company",60072596,121,1,"0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"3046","TRUE",6e+07,"English","Smaller company",300228084,97,4,"0","1","0","1","0","1","1","0","0","0","0","0","0","0"
"3047","TRUE",7500000,"English","Smaller company",3347647,110,0,"1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"3048","FALSE",1.5e+07,"English","Smaller company",5217498,105,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3049","FALSE",2.3e+07,"English","Smaller company",5820015,104,2,"1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"3050","FALSE",20000,"Asia","Smaller company",99000,111,0,"0","0","0","0","1","0","1","0","0","0","0","0","0","0"
"3051","FALSE",150000,"English","Smaller company",472370,94,2,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3052","FALSE",6e+06,"English","Smaller company",5093707,86,1,"0","1","0","1","0","0","0","1","0","0","0","0","0","0"
"3053","FALSE",25530000,"English","NBCUniversal",20080020,95,2,"0","0","0","1","0","0","0","1","0","0","0","0","0","0"
"3054","FALSE",4500000,"English","Smaller company",3606395,104,4,"1","0","0","0","0","0","1","0","0","0","0","0","0","0"
"3055","FALSE",9e+06,"English","Smaller company",1964253,82,0,"0","0","0","0","0","0","0","1","0","1","0","0","0","0"
"3056","TRUE",1.5e+08,"English","Smaller company",599045960,144,5,"0","1","0","1","0","0","0","0","0","0","0","0","0","0"
"3057","TRUE",1.1e+07,"English","Smaller company",4491986,109,1,"0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"3058","TRUE",5.4e+07,"English","Warner Bros. Entertainment",155010032,117,8,"0","1","0","0","0","0","1","0","1","0","0","0","0","0"
"3059","TRUE",3e+07,"English","Paramount Global",51132598,83,4,"0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"3060","TRUE",1e+06,"English","Smaller company",14796236,92,2,"0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"3061","TRUE",1.35e+08,"English","Smaller company",361832400,128,6,"0","1","0","1","0","0","0","0","0","0","0","0","0","0"
"3062","TRUE",4.5e+07,"English","Warner Bros. Entertainment",131183530,120,6,"0","1","0","0","0","0","1","0","0","0","0","0","0","0"
"3063","TRUE",6.5e+07,"English","Warner Bros. Entertainment",128905366,123,9,"0","1","0","1","0","1","1","0","1","0","0","0","0","0"
"3064","TRUE",7.5e+07,"English","The Walt Disney Studios",296339527,104,9,"0","1","0","1","0","1","0","0","0","0","0","0","0","0"
"3065","TRUE",1.1e+08,"English","The Walt Disney Studios",407711549,133,9,"0","1","0","1","0","1","0","0","0","0","0","0","0","0"
"3066","TRUE",2.1e+08,"English","Smaller company",459359555,104,14,"0","1","0","1","0","1","0","0","0","0","0","0","0","0"
"3067","TRUE",1.4e+08,"English","Smaller company",431971116,133,8,"0","1","0","1","0","0","0","0","0","0","0","0","0","0"
"3068","TRUE",3.6e+07,"English","Smaller company",1.6e+08,134,4,"0","1","0","1","0","0","0","0","0","0","0","0","0","0"
"3069","FALSE",2.5e+07,"English","Smaller company",1579260,94,3,"0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"3070","TRUE",2e+07,"Asia","Smaller company",31244858,142,0,"0","0","0","1","0","1","0","0","0","0","0","0","0","0"
"3071","FALSE",1.5e+07,"English","Smaller company",5024782,90,5,"1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"3072","TRUE",2.5e+07,"Europe","Smaller company",6500000,85,2,"0","0","0","0","0","0","0","1","0","1","0","0","0","0"
"3073","FALSE",7e+06,"Europe","Smaller company",1877122,90,0,"0","1","0","0","0","1","0","0","0","0","0","0","0","0"
"3074","FALSE",5e+06,"English","Smaller company",42365581,116,4,"0","0","0","1","0","1","0","1","1","0","0","0","0","0"
"3075","FALSE",1.5e+07,"English","Warner Bros. Entertainment",2042530,90,2,"0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"3076","FALSE",1.15e+08,"English","The Walt Disney Studios",378882411,141,3,"0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"3077","FALSE",1.5e+07,"English","Smaller company",22730842,85,0,"0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"3078","FALSE",2.5e+07,"English","The Walt Disney Studios",40903593,113,5,"1","0","0","0","1","0","0","0","0","0","0","0","0","0"
"3079","TRUE",1.5e+08,"English","The Walt Disney Studios",4.48e+08,88,5,"1","0","0","1","0","0","0","1","0","1","0","0","0","0"
"3080","TRUE",1.2e+07,"English","Paramount Global",78756177,85,1,"0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"3081","TRUE",2.3e+07,"English","Paramount Global",86930411,85,2,"0","0","0","0","1","0","0","0","0","0","0","0","0","0"
