"","belongs_to_collection","budget","original_language","production_companies","revenue","runtime","famous_count","Drama","Action","Romance","Adventure","Crime","Science.Fiction","Horror","Family","Fantasy","Animation","History","Documentary","Western","Foreign"
"2716","FALSE",1500000,"English","Paramount Global",2044892,90,4,"1","1","0","0","0","1","0","0","0","0","0","0","0","0"
"2717","FALSE",1.9e+07,"English","NBCUniversal",19738015,117,4,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2718","FALSE",1e+07,"English","Smaller company",6892098,112,2,"0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"2719","FALSE",3e+06,"India","Smaller company",1.1e+07,138,1,"1","0","1","0","0","0","0","0","0","0","0","0","0","1"
"2720","TRUE",1.8e+07,"English","Smaller company",65070412,106,7,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2721","FALSE",180000,"Asia","Smaller company",9e+05,89,0,"1","0","0","0","0","0","0","1","0","0","0","0","0","0"
"2722","FALSE",1.2e+07,"Asia","Smaller company",10652498,132,0,"1","0","0","0","0","0","0","0","0","0","1","0","0","0"
"2723","FALSE",2.3e+07,"English","The Walt Disney Studios",18653615,114,6,"1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"2724","TRUE",3400000,"English","Smaller company",1.14e+08,88,1,"0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"2725","FALSE",3e+05,"English","Paramount Global",7808524,112,0,"0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"2726","FALSE",4e+07,"English","The Walt Disney Studios",48093211,124,4,"1","0","1","0","0","1","0","1","1","0","0","0","0","0"
"2727","FALSE",2800000,"India","Smaller company",1.4e+07,175,1,"1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"2728","FALSE",5e+06,"English","NBCUniversal",19905359,99,2,"0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"2729","FALSE",12500000,"English","Smaller company",1227324,99,5,"1","0","0","0","1","0","0","0","0","0","0","0","0","0"
"2730","FALSE",2e+07,"English","Smaller company",5530764,114,4,"1","0","1","1","0","0","0","0","0","0","0","0","0","0"
"2731","FALSE",17820000,"Europe","Smaller company",14054361,94,0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2732","FALSE",2500000,"English","NBCUniversal",1e+07,91,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2733","FALSE",2500000,"English","Smaller company",3100000,0,0,"1","0","1","0","0","0","0","0","0","0","0","0","0","1"
"2734","FALSE",7e+06,"English","Smaller company",20851521,119,3,"1","0","1","0","1","0","0","0","0","0","0","0","0","0"
"2735","FALSE",2e+07,"English","Smaller company",17436509,120,1,"0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"2736","FALSE",4e+07,"English","NBCUniversal",9243140,144,4,"1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"2737","FALSE",2.3e+07,"English","Smaller company",9366227,86,3,"1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"2738","FALSE",2.5e+07,"English","Smaller company",777423,117,7,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2739","FALSE",3.8e+07,"English","NBCUniversal",635096,138,6,"1","0","1","0","0","0","0","0","0","0","0","0","1","0"
"2740","FALSE",4e+06,"English","Warner Bros. Entertainment",851545,113,3,"1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"2741","FALSE",1.5e+07,"English","Paramount Global",30238577,122,2,"0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"2742","FALSE",7e+06,"English","Smaller company",14011454,97,6,"1","1","0","0","1","0","0","0","0","0","0","0","0","0"
"2743","FALSE",3500000,"India","Smaller company",9250000,159,2,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2744","FALSE",1.2e+07,"English","Sony Pictures Entertainment",36450736,97,4,"0","0","0","0","0","1","0","1","0","0","0","0","0","0"
"2745","FALSE",2.2e+07,"English","Sony Pictures Entertainment",39071603,101,7,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2746","FALSE",6e+07,"English","NBCUniversal",47664559,112,8,"0","1","0","1","0","0","0","0","0","0","0","0","0","0"
"2747","FALSE",1.5e+07,"English","Smaller company",317000,102,3,"1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"2748","TRUE",3.5e+07,"English","Smaller company",9771658,89,1,"0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"2749","FALSE",1e+06,"English","Smaller company",1744858,94,4,"1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"2750","FALSE",75,"English","Smaller company",134,129,0,"0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"2751","FALSE",4e+07,"English","Smaller company",12206028,101,1,"0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"2752","TRUE",1e+08,"English","Sony Pictures Entertainment",242988466,90,14,"0","0","0","0","0","0","0","1","0","1","0","0","0","0"
"2753","FALSE",2e+07,"English","The Walt Disney Studios",18253415,114,5,"1","0","0","0","0","0","0","1","0","0","0","0","0","0"
"2754","FALSE",1.5e+07,"English","Warner Bros. Entertainment",16633035,111,6,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2755","FALSE",5.3e+07,"English","Smaller company",126690726,109,10,"1","0","0","0","1","0","0","0","0","0","0","0","0","0"
"2756","TRUE",1.1e+07,"English","Smaller company",68233629,90,3,"0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"2757","TRUE",8e+06,"English","Smaller company",10629321,118,4,"0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"2758","FALSE",1e+07,"English","NBCUniversal",42333295,98,4,"0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"2759","FALSE",3e+07,"English","Smaller company",33333531,115,7,"0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"2760","FALSE",4e+07,"English","Smaller company",60462347,99,1,"0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"2761","FALSE",2.9e+07,"English","Warner Bros. Entertainment",309208309,129,2,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2762","FALSE",2.6e+07,"English","Smaller company",67918658,100,6,"0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"2763","FALSE",8.5e+07,"English","NBCUniversal",219103655,121,8,"0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"2764","FALSE",3.2e+07,"English","Smaller company",69055695,107,7,"1","1","0","0","1","0","0","0","0","0","0","0","0","0"
"2765","FALSE",2.5e+07,"English","Paramount Global",163670000,109,9,"1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"2766","FALSE",3.5e+07,"English","The Walt Disney Studios",92219310,88,12,"0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"2767","FALSE",6e+07,"English","Warner Bros. Entertainment",122233971,134,2,"1","0","0","0","0","0","0","0","0","0","1","0","0","0"
"2768","FALSE",3e+07,"English","Smaller company",66486080,95,6,"0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"2769","FALSE",2.5e+07,"English","Sony Pictures Entertainment",114977104,115,4,"1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"2770","FALSE",1e+08,"English","NBCUniversal",94882889,115,7,"1","1","0","1","0","0","0","0","0","0","0","0","0","0"
"2771","TRUE",4.8e+07,"English","Warner Bros. Entertainment",112462508,101,2,"0","0","0","0","0","0","0","1","1","0","0","0","0","0"
"2772","FALSE",4e+07,"English","Smaller company",88100000,95,4,"0","1","0","1","0","0","0","0","1","0","0","0","0","0"
"2773","TRUE",3.6e+07,"English","Smaller company",64572262,101,6,"0","0","0","1","0","1","0","0","0","0","0","0","0","0"
"2774","FALSE",1.7e+07,"English","The Walt Disney Studios",20455276,95,2,"0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"2775","FALSE",18500000,"English","Smaller company",31912793,100,10,"0","0","1","0","0","0","0","0","1","0","0","0","0","0"
"2776","FALSE",3.7e+07,"English","Smaller company",154026136,125,8,"1","0","0","0","1","0","0","0","0","0","0","0","0","0"
"2777","FALSE",1.6e+07,"English","Smaller company",56032889,113,4,"1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"2778","FALSE",2.8e+07,"English","Smaller company",45236543,94,2,"0","1","0","0","0","0","0","1","0","0","0","0","0","0"
"2779","FALSE",1.1e+07,"English","Smaller company",15500000,80,0,"0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"2780","FALSE",2e+07,"English","Smaller company",5210988,111,1,"1","0","0","0","0","0","0","1","0","0","0","0","0","0"
"2781","TRUE",7.5e+07,"English","The Walt Disney Studios",443140005,88,6,"0","0","0","0","0","0","0","1","1","1","0","0","0","0"
"2782","TRUE",3.5e+07,"English","Warner Bros. Entertainment",115664037,95,4,"0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"2783","FALSE",7e+05,"English","Smaller company",1179676,85,0,"0","0","0","0","0","0","0","0","0","0","0","1","0","1"
"2784","FALSE",1.2e+07,"English","Smaller company",84967,92,5,"1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"2785","TRUE",2.8e+07,"English","Smaller company",96188903,117,9,"0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"2786","FALSE",4.5e+07,"English","Smaller company",2.4e+07,120,7,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2787","TRUE",5200000,"English","Smaller company",2459895,99,3,"0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"2788","FALSE",3e+06,"English","Smaller company",2037545,101,3,"1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"2789","FALSE",8.2e+07,"English","Smaller company",89792502,110,7,"0","1","0","0","0","0","0","0","1","0","0","0","0","0"
"2790","TRUE",2e+07,"English","Warner Bros. Entertainment",31327899,105,9,"0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"2791","FALSE",7.5e+07,"English","The Walt Disney Studios",5409517,93,7,"0","1","0","1","0","0","0","0","1","1","0","0","0","0"
"2792","FALSE",1.5e+07,"English","Warner Bros. Entertainment",40105542,99,8,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2793","TRUE",1250000,"English","Smaller company",3412497,88,4,"0","0","0","0","0","1","1","0","0","0","0","0","0","0"
"2794","FALSE",3e+07,"English","Warner Bros. Entertainment",55583804,107,6,"0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"2795","FALSE",1.2e+07,"English","Smaller company",6814789,97,3,"1","1","0","1","0","0","0","0","0","0","0","0","0","0"
"2796","TRUE",15000,"English","Smaller company",193355800,86,0,"0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"2797","FALSE",7e+06,"English","Smaller company",7644937,90,4,"1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"2798","TRUE",9e+06,"English","Smaller company",20518905,92,0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2799","FALSE",2.5e+07,"English","Warner Bros. Entertainment",10736401,87,2,"0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"2800","FALSE",15000,"English","Smaller company",5300,84,0,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2801","FALSE",1e+05,"English","Smaller company",490475,86,2,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2802","FALSE",7200000,"English","Paramount Global",12729678,104,5,"1","0","1","0","1","0","0","0","0","0","0","0","0","0"
"2803","FALSE",1500000,"English","Smaller company",32000,93,1,"0","0","0","0","0","1","1","0","0","0","0","0","0","0"
"2804","FALSE",2.5e+07,"English","Warner Bros. Entertainment",2075084,138,2,"1","0","1","1","0","0","0","0","0","0","0","0","0","0"
"2805","TRUE",6.8e+07,"English","Smaller company",698491347,124,8,"1","0","1","1","0","0","0","0","1","0","0","0","0","0"
"2806","FALSE",1.2e+07,"India","Smaller company",1.9e+07,185,0,"1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"2807","FALSE",1700000,"English","Paramount Global",1943649,98,6,"0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"2808","FALSE",2.2e+07,"English","Warner Bros. Entertainment",13555988,95,1,"0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"2809","FALSE",9e+07,"English","Warner Bros. Entertainment",10372291,104,4,"0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"2810","FALSE",1200000,"English","Smaller company",4978922,88,0,"0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"2811","FALSE",1.4e+07,"English","Paramount Global",18535191,97,4,"1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"2812","TRUE",1.5e+07,"English","Smaller company",39421467,105,7,"0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"2813","FALSE",1.5e+07,"English","Smaller company",76382,93,1,"1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"2814","FALSE",1.6e+07,"English","The Walt Disney Studios",53977250,129,3,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2815","FALSE",590235,"English","Smaller company",1725381,92,3,"1","0","0","0","0","0","0","0","0","1","0","0","0","0"
"2816","FALSE",2.5e+07,"English","Sony Pictures Entertainment",5778353,117,0,"0","1","0","1","0","1","0","0","1","0","0","0","0","0"
"2817","TRUE",3500000,"English","The Walt Disney Studios",20659423,104,1,"1","1","1","0","0","0","0","1","0","0","0","0","1","0"
"2818","FALSE",3e+06,"English","Smaller company",216166,94,2,"0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"2819","FALSE",4e+06,"English","Smaller company",1680358,132,5,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2820","FALSE",9e+06,"Asia","Smaller company",1.6e+07,128,0,"1","1","0","0","0","0","0","0","1","0","0","0","0","0"
"2821","FALSE",4e+07,"English","NBCUniversal",28169671,109,10,"0","1","0","1","0","0","0","0","1","0","0","0","0","0"
"2822","FALSE",3.9e+07,"English","Warner Bros. Entertainment",101229792,107,4,"1","0","1","0","0","0","0","0","1","0","0","0","0","0"
"2823","TRUE",2.2e+08,"English","Paramount Global",1519557910,143,15,"0","1","0","1","0","1","0","0","0","0","0","0","0","0"
"2824","FALSE",5.8e+07,"English","Sony Pictures Entertainment",85280250,103,5,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2825","FALSE",3e+06,"English","Smaller company",2357852,123,1,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2826","FALSE",1500000,"English","Sony Pictures Entertainment",5585154,94,8,"0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"2827","FALSE",1.4e+07,"English","Smaller company",6856989,104,3,"1","0","0","0","0","0","0","1","0","0","0","0","0","0"
"2828","FALSE",3.2e+07,"English","Warner Bros. Entertainment",3566637,75,0,"0","0","0","0","0","0","0","1","0","1","0","0","0","0"
"2829","FALSE",7500000,"English","Smaller company",26096852,100,7,"1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"2830","TRUE",3500000,"English","Smaller company",9112193,88,0,"0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"2831","FALSE",3e+06,"English","Smaller company",1145404,87,3,"0","0","1","0","0","1","0","0","0","0","0","0","0","0"
"2832","FALSE",2e+06,"English","Smaller company",124494,91,0,"0","1","0","1","0","1","0","0","0","0","0","0","0","0"
"2833","FALSE",4e+07,"English","Sony Pictures Entertainment",129540499,123,5,"1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"2834","FALSE",2900000,"English","Smaller company",296557,90,3,"0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"2835","FALSE",1.9e+07,"English","The Walt Disney Studios",5656087,95,2,"0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"2836","TRUE",9e+06,"English","Smaller company",16945171,92,1,"1","1","0","0","1","0","0","0","0","0","0","0","0","0"
"2837","TRUE",1200000,"English","Smaller company",3109904,90,0,"0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"2838","FALSE",3e+06,"English","Smaller company",1449945,80,0,"0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"2839","TRUE",6200000,"English","Smaller company",9205924,89,0,"0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"2840","FALSE",1.4e+07,"English","NBCUniversal",10424470,86,1,"0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"2841","FALSE",1.3e+07,"English","The Walt Disney Studios",17040871,92,1,"0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"2842","FALSE",6e+06,"English","Smaller company",1.2e+07,98,3,"0","0","0","0","1","0","1","0","0","0","0","0","0","0"
"2843","FALSE",4e+07,"English","Warner Bros. Entertainment",28972508,89,3,"0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"2844","FALSE",2.5e+07,"English","Smaller company",4388563,105,3,"1","0","0","0","1","0","0","0","0","0","0","0","0","0"
"2845","FALSE",7e+06,"English","Smaller company",405000,123,2,"1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"2846","FALSE",1.6e+07,"English","Smaller company",15427192,96,8,"0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"2847","FALSE",1e+06,"English","Smaller company",1296971,88,3,"1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"2848","FALSE",1e+07,"English","Smaller company",9069,85,4,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2849","FALSE",1.9e+07,"English","NBCUniversal",29922472,100,4,"0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"2850","FALSE",7e+06,"English","The Walt Disney Studios",39462438,112,7,"1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"2851","FALSE",4e+07,"English","Smaller company",23202444,138,2,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2852","FALSE",1.8e+07,"English","Smaller company",6375979,100,7,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2853","FALSE",4e+05,"Asia","Smaller company",152322,105,0,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2854","FALSE",1.7e+07,"English","The Walt Disney Studios",4603929,107,3,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2855","FALSE",2e+06,"Europe","Smaller company",33965843,129,0,"1","0","1","0","1","0","0","0","0","0","0","0","0","0"
"2856","FALSE",8e+05,"English","Smaller company",2816116,88,0,"1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"2857","FALSE",1e+07,"English","Smaller company",5164404,140,2,"1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"2858","FALSE",7e+06,"English","Smaller company",191125,127,4,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2859","FALSE",3e+07,"English","Smaller company",13130349,140,8,"1","0","0","0","0","0","0","0","0","0","1","0","0","0"
"2860","FALSE",1.8e+07,"English","NBCUniversal",36133014,109,7,"1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"2861","FALSE",1.5e+07,"English","Warner Bros. Entertainment",6405245,89,6,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2862","FALSE",3e+06,"English","Smaller company",302204,109,2,"0","0","1","0","1","0","0","0","0","0","0","0","0","0"
"2863","TRUE",9e+05,"English","Smaller company",6980986,92,0,"0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"2864","FALSE",1300000,"Asia","Smaller company",639000,135,0,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2865","FALSE",1e+07,"English","Smaller company",47536959,110,1,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2866","FALSE",250000,"English","Smaller company",144008,101,1,"1","0","0","0","0","0","1","0","0","0","0","0","0","0"
"2867","FALSE",7300000,"English","Smaller company",10329747,103,4,"1","1","0","0","1","0","0","0","0","0","0","0","0","0"
"2868","FALSE",1.2e+07,"India","The Walt Disney Studios",42345360,145,1,"1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"2869","FALSE",1.2e+07,"English","The Walt Disney Studios",38120905,122,2,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2870","FALSE",2196531,"Europe","Smaller company",2411594,107,0,"0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"2871","FALSE",2.7e+07,"English","Smaller company",14859394,124,6,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2872","FALSE",5500000,"English","Smaller company",801000,95,0,"0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"2873","FALSE",6e+06,"English","Paramount Global",3661757,96,5,"0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"2874","FALSE",8e+06,"English","The Walt Disney Studios",589304,106,3,"1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"2875","FALSE",1e+07,"English","The Walt Disney Studios",29392418,100,2,"0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"2876","TRUE",6e+06,"English","The Walt Disney Studios",28202109,95,0,"0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"2877","FALSE",1987650,"English","Smaller company",19152480,94,2,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2878","FALSE",5.2e+07,"English","Smaller company",52826594,92,2,"0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"2879","FALSE",1.7e+07,"English","NBCUniversal",29536299,133,8,"1","0","0","0","1","0","0","0","0","0","0","0","0","0"
"2880","FALSE",7e+07,"English","Smaller company",39041505,127,2,"1","0","0","1","0","0","0","0","0","0","1","0","0","0"
"2881","TRUE",3500000,"English","Smaller company",4385516,86,1,"0","0","0","0","0","0","1","0","1","0","0","0","0","0"
"2882","FALSE",6e+06,"English","Sony Pictures Entertainment",21821347,101,2,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2883","FALSE",1.5e+07,"English","Warner Bros. Entertainment",12308521,96,5,"1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"2884","FALSE",74050,"English","Smaller company",176153,98,6,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2885","FALSE",3.4e+07,"English","Smaller company",19693891,108,5,"1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"2886","FALSE",1.2e+07,"English","Smaller company",2280148,101,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2887","FALSE",12500000,"English","Smaller company",27206120,101,2,"0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"2888","FALSE",5e+06,"English","Warner Bros. Entertainment",13269963,135,6,"1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"2889","FALSE",1e+06,"English","Smaller company",852206,119,0,"1","0","0","0","1","0","0","0","0","0","0","0","0","0"
"2890","FALSE",8e+05,"English","Smaller company",62852,94,2,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2891","FALSE",1.5e+07,"English","Sony Pictures Entertainment",16500000,90,2,"0","0","0","1","0","1","0","0","0","0","0","0","0","0"
"2892","FALSE",7e+06,"English","Smaller company",46488,108,4,"0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"2893","FALSE",1.5e+08,"English","The Walt Disney Studios",215283742,109,6,"1","1","0","1","0","0","0","0","1","0","0","0","0","0"
"2894","FALSE",3800000,"English","Smaller company",111731,84,4,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2895","TRUE",5e+06,"Europe","Smaller company",55635037,125,0,"1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"2896","FALSE",5e+06,"English","The Walt Disney Studios",502758,121,0,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2897","FALSE",4500000,"English","Sony Pictures Entertainment",10500000,103,0,"0","1","0","0","0","1","1","0","0","0","0","0","0","0"
"2898","FALSE",1.6e+08,"English","Smaller company",825532764,148,10,"0","1","0","1","0","1","0","0","0","0","0","0","0","0"
"2899","FALSE",2500000,"English","Smaller company",205068,85,0,"0","0","0","0","0","1","1","0","0","0","0","0","0","0"
"2900","FALSE",1.5e+07,"English","Sony Pictures Entertainment",12201255,103,4,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2901","FALSE",3e+05,"English","Smaller company",3952448,88,3,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2902","FALSE",1.2e+07,"English","Smaller company",15942628,108,7,"1","1","0","1","0","0","0","0","0","0","0","0","0","0"
"2903","TRUE",6e+06,"English","Smaller company",869325,107,2,"0","1","0","1","0","1","0","0","1","0","0","0","0","0"
"2904","FALSE",3.1e+07,"English","Smaller company",15134293,105,5,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2905","FALSE",4e+07,"English","Sony Pictures Entertainment",1.36e+08,110,7,"0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"2906","FALSE",1.1e+08,"English","Sony Pictures Entertainment",293329073,100,6,"0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"2907","TRUE",8e+07,"English","Smaller company",274470394,103,9,"0","1","0","1","0","0","0","0","0","0","0","0","0","0"
"2908","FALSE",2e+07,"English","Smaller company",65464324,104,1,"1","0","0","0","1","0","0","0","0","0","0","0","0","0"
"2909","FALSE",1e+08,"English","Sony Pictures Entertainment",170432927,107,11,"0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"2910","TRUE",4e+07,"English","Smaller company",51070807,93,6,"0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"2911","FALSE",5e+06,"English","Smaller company",5129058,91,6,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2912","FALSE",1e+07,"English","Smaller company",2995811,106,3,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2913","FALSE",1100000,"English","Smaller company",631221,86,3,"0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"2914","FALSE",1e+06,"English","Smaller company",3e+06,91,1,"0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"2915","FALSE",3.3e+07,"Europe","Smaller company",1.4e+07,100,0,"0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"2916","FALSE",2e+06,"Asia","Smaller company",13500000,128,0,"1","1","0","1","0","0","0","0","0","0","1","0","0","0"
"2917","FALSE",3e+06,"English","Smaller company",4109095,117,0,"1","0","1","0","0","0","0","0","0","0","1","0","0","0"
"2918","FALSE",2.8e+07,"English","Warner Bros. Entertainment",11373501,87,1,"1","0","0","0","0","0","0","1","1","1","0","0","0","0"
"2919","FALSE",6e+06,"English","Smaller company",6670712,104,3,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2920","FALSE",6500000,"English","Smaller company",1521261,113,4,"1","0","0","0","0","0","0","0","0","0","1","0","0","0"
"2921","FALSE",1.8e+07,"English","Smaller company",5546827,96,4,"0","0","1","0","0","0","0","0","1","0","0","0","0","0"
"2922","FALSE",1.6e+07,"English","Smaller company",47801389,93,4,"1","0","0","0","0","0","0","1","0","0","0","0","0","0"
"2923","FALSE",7e+06,"English","Smaller company",1e+07,109,5,"1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"2924","FALSE",1.5e+07,"English","Smaller company",8459458,96,3,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2925","TRUE",2e+06,"English","Smaller company",54207,97,0,"0","0","1","0","0","1","1","0","0","0","0","0","0","0"
"2926","FALSE",1.7e+07,"English","Paramount Global",7603766,106,4,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2927","FALSE",2.7e+07,"English","Paramount Global",2.9e+07,109,4,"0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"2928","FALSE",5800000,"English","Smaller company",257043,94,5,"1","0","0","0","0","0","0","0","0","0","1","0","1","0"
"2929","TRUE",1.4e+07,"English","Smaller company",875386,97,3,"0","1","0","1","0","1","0","0","0","0","0","0","0","0"
"2930","FALSE",9e+06,"English","Smaller company",706000,100,1,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2931","FALSE",2.9e+07,"English","Smaller company",5519569,126,3,"1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"2932","FALSE",40000,"English","Smaller company",1434436,93,0,"0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"2933","FALSE",1e+07,"English","The Walt Disney Studios",1631839,101,5,"0","1","1","0","0","0","0","0","0","0","0","0","0","0"
"2934","FALSE",250000,"English","Smaller company",232732,91,3,"1","0","0","0","0","0","0","0","0","0","0","0","0","0"
